Student ID,Age,Gender,Grade Level,Parental Education Level,Household Income,School Type,School Location,Average Exam Score,Attendance Rate,Internet Access at Home,Participation in Extracurricular Activities,Special Education Needs
S02216,7,Female,Grade 4,Bachelor's,>150k,Public,Rural,68.7,77.3,No,No,No
S02217,8,Female,Grade 3,Bachelor's,>150k,Public,Urban,73.4,71.8,Yes,No,No
S02218,9,Female,Grade 7,High School,>150k,Public,Rural,69.3,93.8,No,Yes,No
S02219,8,Male,Grade 5,Bachelor's,<30k,Public,Rural,64.9,85.9,Yes,Yes,Yes
S02220,14,Female,Grade 2,High School,100k-150k,Public,Urban,91.8,81.1,No,Yes,Yes
S02221,14,Non-binary,Grade 6,PhD,100k-150k,Public,Urban,90.5,81.8,No,No,Yes
S02222,11,Non-binary,Grade 11,PhD,<30k,Public,Urban,88.8,70.6,No,Yes,Yes
S02223,15,Non-binary,Grade 9,Master's,100k-150k,Public,Urban,88.5,93.3,Yes,No,Yes
S02224,9,Male,Grade 1,High School,<30k,Private,Urban,64.2,92.4,No,Yes,No
S02225,17,Non-binary,Grade 3,Master's,>150k,Private,Rural,74.3,94.4,No,Yes,Yes
S02226,11,Non-binary,Grade 3,Bachelor's,100k-150k,Private,Rural,73.9,85.1,Yes,Yes,No
S02227,10,Female,Grade 1,PhD,<30k,Public,Rural,59.5,85.1,Yes,Yes,No
S02228,8,Non-binary,Grade 4,High School,>150k,Public,Rural,93,91.9,Yes,Yes,Yes
S02229,8,Non-binary,Grade 2,High School,100k-150k,Private,Urban,93.2,96,No,Yes,Yes
S02230,8,Non-binary,Grade 7,High School,30k-60k,Public,Rural,60.5,75.7,No,Yes,Yes
S02231,11,Male,Grade 9,Master's,30k-60k,Private,Urban,66.2,82.7,Yes,No,No
S02232,16,Male,Grade 11,High School,60k-100k,Public,Urban,76.2,74.5,No,Yes,No
S02233,17,Female,Grade 2,Master's,<30k,Public,Urban,70.7,87.3,No,Yes,Yes
S02234,11,Male,Grade 6,PhD,100k-150k,Public,Rural,74.1,91,No,No,Yes
S02235,8,Male,Grade 9,PhD,100k-150k,Public,Rural,95.6,93,No,Yes,No
S02236,17,Male,Grade 10,PhD,<30k,Private,Rural,70.9,86.2,No,Yes,No
S02237,7,Female,Grade 11,Master's,100k-150k,Private,Urban,79.1,78.6,No,No,No
S02238,10,Male,Grade 5,Bachelor's,>150k,Public,Urban,83.5,94.2,No,Yes,Yes
S02239,8,Non-binary,Grade 7,Master's,<30k,Public,Rural,81,81.4,No,Yes,No
S02240,7,Female,Grade 10,High School,30k-60k,Public,Rural,58.9,71.5,No,No,No
S02241,14,Male,Grade 6,Bachelor's,100k-150k,Public,Urban,92.8,85.4,No,No,Yes
S02242,14,Non-binary,Grade 3,Master's,>150k,Private,Rural,91.4,72.5,Yes,No,No
S02243,15,Female,Grade 4,Master's,<30k,Private,Rural,51.8,90.7,Yes,No,No
S02244,16,Male,Grade 11,High School,30k-60k,Public,Urban,53.9,73.4,Yes,Yes,No
S02245,8,Female,Grade 9,Master's,<30k,Private,Urban,77.2,78.4,Yes,No,Yes
S02246,10,Female,Grade 9,Bachelor's,<30k,Public,Urban,78.2,99.9,Yes,Yes,No
S02247,8,Male,Grade 10,High School,30k-60k,Private,Rural,97.8,99.5,Yes,No,Yes
S02248,9,Non-binary,Grade 7,Master's,30k-60k,Public,Rural,89,94.5,No,No,Yes
S02249,6,Female,Grade 5,High School,30k-60k,Public,Urban,89.9,72.7,No,Yes,Yes
S02250,17,Non-binary,Grade 8,PhD,<30k,Private,Rural,80.9,92.2,Yes,Yes,Yes
S02251,16,Non-binary,Grade 6,Bachelor's,>150k,Public,Urban,99,85.3,Yes,Yes,Yes
S02252,17,Male,Grade 9,Bachelor's,>150k,Private,Rural,61.5,85.5,Yes,No,Yes
S02253,13,Non-binary,Grade 2,Bachelor's,<30k,Private,Rural,61.6,91.5,Yes,Yes,No
S02254,10,Female,Grade 12,PhD,>150k,Private,Urban,88.6,85.5,No,Yes,Yes
S02255,10,Male,Grade 12,Bachelor's,60k-100k,Public,Urban,59,90.9,No,Yes,No
S02256,9,Non-binary,Grade 1,PhD,100k-150k,Private,Urban,65.6,76.2,Yes,No,Yes
S02257,14,Female,Grade 7,Master's,<30k,Private,Urban,59.6,83.9,No,Yes,Yes
S02258,10,Male,Grade 6,Master's,30k-60k,Private,Rural,96.3,87.6,Yes,Yes,Yes
S02259,16,Female,Grade 6,Master's,30k-60k,Private,Urban,87.6,85.5,No,Yes,No
S02260,6,Female,Grade 6,Master's,<30k,Private,Urban,68.1,71.2,Yes,No,No
S02261,16,Male,Grade 9,Master's,<30k,Public,Rural,50.7,94.5,No,Yes,No
S02262,12,Female,Grade 6,Bachelor's,60k-100k,Public,Urban,67.8,98.5,Yes,No,Yes
S02263,16,Non-binary,Grade 9,Bachelor's,<30k,Public,Urban,57.1,78.6,No,Yes,Yes
S02264,17,Male,Grade 2,High School,100k-150k,Private,Rural,94.6,86.7,Yes,Yes,Yes
S02265,9,Female,Grade 10,High School,>150k,Public,Urban,62.7,70.3,Yes,Yes,Yes
S02266,14,Male,Grade 2,Master's,<30k,Private,Rural,75.5,82.9,No,No,No
S02267,6,Male,Grade 11,Bachelor's,60k-100k,Public,Rural,68.1,75.5,Yes,No,No
S02268,14,Non-binary,Grade 11,PhD,30k-60k,Private,Rural,62.8,80.3,No,Yes,No
S02269,8,Male,Grade 1,Master's,30k-60k,Private,Rural,83,92.8,No,No,Yes
S02270,17,Male,Grade 5,Bachelor's,100k-150k,Public,Rural,88.3,80,No,No,No
S02271,6,Female,Grade 8,Bachelor's,100k-150k,Public,Rural,91.2,80.1,Yes,No,Yes
S02272,11,Male,Grade 3,Bachelor's,<30k,Public,Urban,96.1,82.6,Yes,No,No
S02273,17,Male,Grade 4,Master's,60k-100k,Public,Rural,72.6,87.9,No,Yes,No
S02274,8,Male,Grade 12,Bachelor's,30k-60k,Public,Urban,52,75.3,No,No,Yes
S02275,9,Non-binary,Grade 12,Master's,>150k,Private,Rural,93.6,93.9,Yes,Yes,Yes
S02276,17,Non-binary,Grade 11,Bachelor's,>150k,Private,Urban,99.1,87.7,No,Yes,No
S02277,15,Female,Grade 2,Master's,<30k,Public,Urban,98.1,72.1,No,Yes,Yes
S02278,17,Non-binary,Grade 4,Master's,100k-150k,Public,Rural,70.7,76,Yes,No,No
S02279,6,Non-binary,Grade 10,Bachelor's,60k-100k,Private,Rural,92.1,76.2,No,Yes,Yes
S02280,7,Male,Grade 10,High School,60k-100k,Public,Rural,58.8,94.6,Yes,No,Yes
S02281,12,Female,Grade 12,High School,30k-60k,Public,Rural,82.4,70.2,Yes,No,Yes
S02282,14,Female,Grade 6,Master's,30k-60k,Private,Rural,87.8,74.1,No,Yes,No
S02283,9,Non-binary,Grade 5,PhD,30k-60k,Private,Rural,50.6,85.1,No,No,No
S02284,16,Male,Grade 3,Master's,60k-100k,Public,Rural,53.1,82.8,No,Yes,No
S02285,15,Male,Grade 1,Master's,<30k,Public,Rural,73.3,87.9,Yes,No,No
S02286,10,Male,Grade 9,High School,<30k,Private,Urban,56.3,86,Yes,Yes,Yes
S02287,13,Non-binary,Grade 10,Master's,<30k,Private,Urban,79.4,72.7,No,No,No
S02288,7,Male,Grade 9,High School,30k-60k,Private,Urban,85.3,87.2,Yes,No,Yes
S02289,17,Male,Grade 7,Bachelor's,<30k,Private,Urban,76.1,86.8,No,Yes,No
S02290,13,Non-binary,Grade 8,High School,30k-60k,Private,Urban,65.6,90.4,No,Yes,No
S02291,11,Female,Grade 9,Master's,30k-60k,Private,Rural,65,89.2,No,No,No
S02292,16,Non-binary,Grade 8,High School,30k-60k,Private,Urban,90.3,84.6,No,Yes,Yes
S02293,8,Male,Grade 1,Bachelor's,60k-100k,Public,Rural,61.2,94.1,No,No,No
S02294,12,Male,Grade 5,PhD,60k-100k,Private,Rural,70.3,92.4,Yes,No,Yes
S02295,12,Non-binary,Grade 5,High School,60k-100k,Private,Urban,77.5,83.9,No,No,No
S02296,9,Non-binary,Grade 6,High School,>150k,Public,Rural,61,90.2,Yes,No,No
S02297,13,Female,Grade 7,High School,>150k,Public,Rural,50.8,78.5,Yes,Yes,Yes
S02298,11,Non-binary,Grade 11,PhD,100k-150k,Public,Rural,76.2,85.8,No,No,Yes
S02299,10,Non-binary,Grade 3,High School,>150k,Public,Urban,99.9,96,Yes,No,No
S02300,15,Female,Grade 7,High School,<30k,Public,Urban,58.7,72.3,Yes,No,No
S02301,17,Female,Grade 2,High School,<30k,Public,Urban,68.8,77.6,Yes,Yes,No
S02302,14,Male,Grade 4,High School,60k-100k,Public,Urban,80.6,77.5,No,No,No
S02303,14,Male,Grade 6,Master's,100k-150k,Public,Rural,60.1,98.4,No,Yes,No
S02304,14,Female,Grade 7,Master's,<30k,Public,Urban,75.2,78.4,No,Yes,No
S02305,13,Non-binary,Grade 5,Master's,100k-150k,Public,Urban,70.1,90.3,Yes,No,Yes
S02306,7,Non-binary,Grade 9,Bachelor's,<30k,Public,Rural,73.5,75.2,No,No,No
S02307,9,Female,Grade 7,High School,100k-150k,Public,Urban,53.9,85.1,Yes,Yes,Yes
S02308,12,Non-binary,Grade 10,Bachelor's,60k-100k,Private,Rural,83,95.7,No,Yes,No
S02309,17,Male,Grade 12,High School,100k-150k,Public,Rural,76.4,85.2,Yes,No,Yes
S02310,15,Male,Grade 3,PhD,<30k,Public,Rural,61.7,98.8,No,No,No
S02311,13,Non-binary,Grade 12,Bachelor's,>150k,Public,Urban,81.1,82.5,Yes,No,No
S02312,16,Female,Grade 3,PhD,<30k,Private,Urban,75.2,92,Yes,No,Yes
S02313,10,Female,Grade 7,Master's,>150k,Public,Urban,62.2,72.2,No,Yes,No
S02314,12,Non-binary,Grade 6,Bachelor's,30k-60k,Private,Urban,84.8,75.7,Yes,No,No
S02315,9,Female,Grade 10,PhD,60k-100k,Public,Urban,54.1,73.7,No,Yes,No
S02316,16,Non-binary,Grade 3,PhD,30k-60k,Private,Urban,55.5,86.5,Yes,No,Yes
S02317,11,Female,Grade 12,PhD,100k-150k,Private,Urban,83.8,82.9,No,Yes,Yes
S02318,14,Male,Grade 1,PhD,30k-60k,Public,Rural,83.8,98.4,No,Yes,Yes
S02319,7,Male,Grade 11,High School,<30k,Private,Rural,89,94.5,Yes,Yes,Yes
S02320,11,Male,Grade 1,High School,>150k,Private,Urban,72,75.7,Yes,No,Yes
S02321,13,Female,Grade 8,Bachelor's,100k-150k,Private,Urban,74.4,95.8,No,Yes,No
S02322,17,Female,Grade 10,Master's,>150k,Private,Urban,59.2,99.7,No,No,No
S02323,13,Female,Grade 3,PhD,>150k,Private,Urban,99.1,85.4,No,Yes,No
S02324,9,Female,Grade 12,High School,100k-150k,Private,Rural,80.2,87.2,Yes,Yes,No
S02325,10,Female,Grade 8,PhD,60k-100k,Private,Urban,61.8,71.5,No,No,No
S02326,7,Non-binary,Grade 11,Bachelor's,<30k,Public,Rural,54.1,71.6,Yes,No,No
S02327,16,Male,Grade 1,Master's,30k-60k,Private,Urban,50.2,96,Yes,No,No
S02328,12,Non-binary,Grade 6,Master's,30k-60k,Public,Rural,56.2,75.1,No,Yes,Yes
S02329,13,Male,Grade 9,PhD,60k-100k,Private,Urban,51.8,99.8,Yes,No,No
S02330,12,Male,Grade 9,Master's,60k-100k,Public,Rural,56.2,74.2,No,Yes,No
S02331,7,Non-binary,Grade 6,PhD,>150k,Private,Urban,63.9,93.6,No,No,No
S02332,9,Female,Grade 5,Master's,100k-150k,Public,Rural,61.8,83.6,No,Yes,No
S02333,15,Male,Grade 6,Bachelor's,30k-60k,Public,Rural,69,94.3,No,No,Yes
S02334,6,Male,Grade 1,High School,>150k,Public,Rural,70.8,92.2,Yes,Yes,No
S02335,8,Non-binary,Grade 9,Master's,30k-60k,Public,Rural,67,79.8,Yes,Yes,No
S02336,12,Female,Grade 3,PhD,>150k,Private,Urban,52.9,85.9,Yes,Yes,No
S02337,6,Female,Grade 11,Bachelor's,>150k,Public,Urban,60.3,96.1,Yes,No,No
S02338,15,Female,Grade 5,Bachelor's,60k-100k,Public,Rural,98.6,83.9,Yes,Yes,No
S02339,9,Non-binary,Grade 7,PhD,60k-100k,Private,Rural,91.9,85.8,Yes,Yes,Yes
S02340,10,Female,Grade 2,Bachelor's,>150k,Public,Rural,58.2,95.2,No,Yes,No
S02341,9,Female,Grade 12,Master's,30k-60k,Private,Urban,89.5,93.9,Yes,Yes,Yes
S02342,14,Male,Grade 9,High School,30k-60k,Private,Rural,92.8,75.4,Yes,No,Yes
S02343,15,Female,Grade 8,Master's,100k-150k,Public,Rural,88.8,96.4,Yes,No,No
S02344,8,Female,Grade 9,Master's,30k-60k,Public,Urban,85.8,93.6,Yes,No,No
S02345,6,Female,Grade 2,Bachelor's,60k-100k,Public,Rural,87,93.8,No,Yes,No
S02346,16,Female,Grade 12,High School,<30k,Private,Urban,53,72,Yes,No,Yes
S02347,9,Male,Grade 10,High School,>150k,Public,Urban,98.2,82.1,No,Yes,No
S02348,13,Female,Grade 11,Bachelor's,60k-100k,Private,Urban,77.6,86,Yes,Yes,Yes
S02349,14,Male,Grade 2,Master's,100k-150k,Private,Urban,72.2,74.7,Yes,Yes,Yes
S02350,11,Female,Grade 12,High School,<30k,Private,Urban,62.1,87.2,Yes,Yes,Yes
S02351,6,Female,Grade 9,Bachelor's,60k-100k,Public,Rural,90,97.7,Yes,Yes,No
S02352,16,Non-binary,Grade 11,High School,60k-100k,Public,Rural,83.3,83.5,No,Yes,No
S02353,17,Male,Grade 3,High School,60k-100k,Private,Urban,98.7,94.3,No,No,No
S02354,6,Male,Grade 5,Master's,30k-60k,Public,Rural,72.6,90.5,No,No,No
S02355,11,Female,Grade 5,PhD,100k-150k,Public,Urban,52.7,79,Yes,Yes,No
S02356,16,Male,Grade 7,High School,>150k,Public,Rural,66.9,73.4,No,No,Yes
S02357,13,Male,Grade 8,PhD,60k-100k,Private,Rural,62.2,82.5,No,Yes,No
S02358,15,Non-binary,Grade 5,Bachelor's,>150k,Public,Rural,81.8,84.4,Yes,Yes,Yes
S02359,14,Non-binary,Grade 4,High School,>150k,Public,Urban,62.5,94.9,No,No,No
S02360,12,Non-binary,Grade 10,Master's,30k-60k,Private,Rural,77.2,80.3,Yes,No,No
S02361,16,Female,Grade 12,PhD,30k-60k,Public,Urban,58.4,92.6,Yes,No,Yes
S02362,16,Female,Grade 2,High School,60k-100k,Public,Rural,81.5,91.9,No,Yes,Yes
S02363,17,Male,Grade 2,Bachelor's,60k-100k,Public,Rural,74.8,92,Yes,Yes,No
S02364,7,Female,Grade 1,Bachelor's,>150k,Public,Rural,59.1,92.3,Yes,No,No
S02365,9,Non-binary,Grade 8,Bachelor's,<30k,Private,Rural,93.2,79.7,Yes,Yes,Yes
S02366,10,Female,Grade 2,High School,>150k,Private,Rural,99.3,96.4,No,No,No
S02367,7,Non-binary,Grade 12,Bachelor's,100k-150k,Private,Urban,80.3,79,Yes,Yes,Yes
S02368,14,Male,Grade 2,Master's,30k-60k,Private,Urban,55.6,82,No,Yes,Yes
S02369,13,Male,Grade 5,Master's,60k-100k,Public,Rural,63.3,89.9,Yes,Yes,Yes
S02370,8,Female,Grade 11,Bachelor's,60k-100k,Private,Urban,80.4,80.5,Yes,No,No
S02371,11,Female,Grade 1,Master's,>150k,Public,Urban,80.4,81.1,Yes,Yes,No
S02372,15,Male,Grade 12,Bachelor's,100k-150k,Private,Urban,83.4,78.5,No,Yes,No
S02373,12,Non-binary,Grade 9,PhD,100k-150k,Private,Rural,67.3,76.2,No,No,No
S02374,6,Male,Grade 1,PhD,<30k,Private,Rural,66.8,74.8,Yes,No,Yes
S02375,6,Female,Grade 2,PhD,100k-150k,Private,Urban,71.8,89,No,No,No
S02376,13,Male,Grade 5,PhD,60k-100k,Public,Rural,71.8,73.3,Yes,Yes,No
S02377,11,Female,Grade 11,Bachelor's,60k-100k,Private,Urban,91,91.3,No,No,Yes
S02378,10,Non-binary,Grade 7,Bachelor's,60k-100k,Private,Urban,79.6,73.1,Yes,No,No
S02379,7,Non-binary,Grade 5,High School,30k-60k,Private,Urban,58.2,94,No,Yes,Yes
S02380,9,Male,Grade 10,High School,>150k,Public,Urban,58,93,Yes,No,Yes
S02381,6,Non-binary,Grade 12,High School,>150k,Public,Rural,66.4,90.8,Yes,Yes,No
S02382,6,Non-binary,Grade 7,High School,60k-100k,Public,Urban,81.1,74.4,Yes,Yes,Yes
S02383,8,Female,Grade 10,PhD,60k-100k,Public,Rural,72.3,84.8,No,Yes,No
S02384,9,Male,Grade 5,Bachelor's,<30k,Public,Urban,67,96,No,No,No
S02385,8,Female,Grade 11,PhD,30k-60k,Private,Urban,57.1,100,Yes,Yes,Yes
S02386,6,Male,Grade 10,Master's,30k-60k,Private,Rural,81.3,92.8,Yes,No,No
S02387,15,Male,Grade 10,PhD,30k-60k,Private,Rural,86.9,84.9,Yes,Yes,Yes
S02388,12,Female,Grade 11,Master's,60k-100k,Public,Rural,83.9,89.2,Yes,Yes,Yes
S02389,16,Female,Grade 6,PhD,60k-100k,Private,Rural,78.6,75.6,No,Yes,No
S02390,12,Non-binary,Grade 10,High School,100k-150k,Private,Rural,54.6,87.4,No,Yes,No
S02391,15,Female,Grade 4,PhD,60k-100k,Private,Urban,66.4,93.7,No,No,No
S02392,13,Male,Grade 11,Bachelor's,60k-100k,Public,Urban,97.6,78.9,Yes,Yes,Yes
S02393,12,Male,Grade 4,PhD,30k-60k,Private,Rural,93.9,95.4,No,Yes,No
S02394,13,Male,Grade 6,Bachelor's,30k-60k,Public,Urban,83.5,77,Yes,Yes,No
S02395,9,Male,Grade 8,High School,30k-60k,Private,Rural,73.9,82.5,Yes,Yes,Yes
S02396,17,Female,Grade 8,High School,>150k,Private,Rural,92.4,89.7,Yes,Yes,Yes
S02397,6,Female,Grade 5,High School,>150k,Private,Rural,91,75,Yes,Yes,Yes
S02398,8,Non-binary,Grade 3,PhD,100k-150k,Private,Rural,92.2,74,Yes,No,Yes
S02399,14,Female,Grade 1,Bachelor's,100k-150k,Public,Rural,70.8,96.8,Yes,No,No
S02400,6,Female,Grade 12,Bachelor's,<30k,Private,Rural,81.3,96.7,No,Yes,Yes
S02401,14,Male,Grade 5,High School,<30k,Private,Rural,70.1,91,Yes,Yes,No
S02402,15,Male,Grade 12,Bachelor's,>150k,Public,Urban,50.5,96.1,Yes,Yes,Yes
S02403,9,Non-binary,Grade 10,Bachelor's,<30k,Public,Urban,64.7,92.8,No,Yes,Yes
S02404,14,Male,Grade 3,Bachelor's,30k-60k,Public,Urban,89.5,89.8,No,No,No
S02405,14,Non-binary,Grade 8,High School,100k-150k,Private,Rural,73.5,91.3,No,Yes,No
S02406,7,Non-binary,Grade 5,Master's,60k-100k,Public,Urban,69.7,86,Yes,Yes,No
S02407,15,Male,Grade 6,Bachelor's,100k-150k,Private,Rural,93.9,70.8,No,No,Yes
S02408,8,Non-binary,Grade 6,PhD,60k-100k,Private,Rural,56.8,84.5,No,Yes,No
S02409,8,Non-binary,Grade 11,High School,60k-100k,Private,Rural,54.7,72.8,No,No,No
S02410,11,Female,Grade 4,Master's,100k-150k,Public,Rural,82.8,90,Yes,No,Yes
S02411,9,Male,Grade 8,PhD,<30k,Private,Urban,53.4,95.2,Yes,Yes,No
S02412,10,Male,Grade 9,High School,30k-60k,Public,Rural,86.9,73.2,Yes,Yes,No
S02413,14,Female,Grade 11,PhD,100k-150k,Private,Rural,60,92.7,Yes,No,No
S02414,7,Non-binary,Grade 1,High School,100k-150k,Private,Rural,96.5,85.1,No,No,No
S02415,13,Non-binary,Grade 1,Master's,<30k,Public,Urban,70.8,80.1,Yes,No,Yes
S02416,16,Female,Grade 12,High School,>150k,Public,Urban,75.7,75.9,Yes,No,No
S02417,16,Non-binary,Grade 4,High School,100k-150k,Public,Rural,92.6,83.5,Yes,Yes,No
S02418,8,Male,Grade 10,PhD,<30k,Private,Rural,68.5,80.4,Yes,Yes,No
S02419,10,Female,Grade 5,Bachelor's,<30k,Private,Rural,54.9,83.7,No,No,No
S02420,14,Male,Grade 1,Bachelor's,<30k,Public,Urban,94.9,96.5,Yes,Yes,Yes
S02421,16,Male,Grade 5,Master's,100k-150k,Public,Rural,83.8,83.6,Yes,No,Yes
S02422,15,Male,Grade 5,High School,<30k,Public,Urban,67.2,82,No,Yes,No
S02423,6,Male,Grade 12,Bachelor's,60k-100k,Public,Urban,70.7,81.7,Yes,No,Yes
S02424,7,Non-binary,Grade 9,PhD,<30k,Public,Urban,61.8,94.2,No,No,Yes
S02425,14,Male,Grade 10,High School,60k-100k,Public,Urban,99.4,95.7,Yes,Yes,No
S02426,15,Female,Grade 3,High School,30k-60k,Private,Rural,58.3,90.4,No,No,No
S02427,11,Female,Grade 1,Master's,<30k,Private,Rural,97.4,94.7,Yes,No,No
S02428,10,Non-binary,Grade 9,Master's,60k-100k,Private,Rural,65.8,76.3,Yes,Yes,Yes
S02429,10,Male,Grade 2,Master's,30k-60k,Private,Rural,89.4,89.7,No,No,No
S02430,11,Female,Grade 10,High School,30k-60k,Private,Urban,50.8,99.2,Yes,Yes,Yes
S02431,8,Male,Grade 9,High School,>150k,Public,Rural,51.4,86.9,Yes,No,Yes
S02432,9,Male,Grade 7,Bachelor's,60k-100k,Public,Rural,94.5,71.9,Yes,Yes,No
S02433,16,Male,Grade 1,PhD,30k-60k,Private,Rural,55.6,83.5,No,No,No
S02434,15,Non-binary,Grade 7,High School,>150k,Public,Rural,78.8,90.4,No,Yes,Yes
S02435,13,Male,Grade 2,Master's,100k-150k,Private,Rural,78.3,81.2,No,Yes,No
S02436,11,Female,Grade 1,High School,30k-60k,Public,Urban,58.9,97.5,Yes,No,No
S02437,15,Male,Grade 7,High School,>150k,Public,Urban,67.9,98.6,No,No,No
S02438,6,Female,Grade 4,PhD,<30k,Public,Urban,79.7,92.9,Yes,No,No
S02439,15,Male,Grade 3,PhD,>150k,Private,Urban,55,93.5,Yes,No,No
S02440,12,Female,Grade 1,PhD,>150k,Public,Rural,83.5,71.3,Yes,No,Yes
S02441,16,Non-binary,Grade 12,Master's,30k-60k,Private,Rural,95.8,70.2,Yes,No,No
S02442,12,Female,Grade 2,PhD,<30k,Public,Rural,81.6,91,No,Yes,Yes
S02443,14,Male,Grade 3,Master's,>150k,Private,Urban,78.3,84,Yes,No,Yes
S02444,8,Non-binary,Grade 11,PhD,<30k,Public,Rural,84.7,74.7,No,No,No
S02445,8,Male,Grade 8,Bachelor's,30k-60k,Private,Urban,82.9,94.9,Yes,Yes,Yes
S02446,15,Female,Grade 2,Bachelor's,>150k,Public,Rural,73.9,80.8,No,No,Yes
S02447,12,Male,Grade 12,Master's,>150k,Public,Rural,85.7,82.7,No,No,No
S02448,17,Non-binary,Grade 12,Master's,100k-150k,Private,Rural,84.1,72.7,Yes,Yes,No
S02449,16,Male,Grade 3,High School,<30k,Private,Rural,64.9,75.2,No,Yes,No
S02450,9,Female,Grade 4,High School,100k-150k,Private,Rural,52,83.2,Yes,No,Yes
S02451,10,Male,Grade 5,High School,60k-100k,Private,Rural,63.6,84.7,Yes,Yes,No
S02452,14,Male,Grade 5,Master's,100k-150k,Public,Urban,88.6,77.9,No,Yes,Yes
S02453,7,Male,Grade 4,Bachelor's,<30k,Public,Urban,61.7,76.8,Yes,No,No
S02454,7,Non-binary,Grade 3,PhD,100k-150k,Private,Rural,91.3,71.9,Yes,Yes,No
S02455,11,Female,Grade 6,High School,<30k,Public,Rural,86,76.5,No,Yes,Yes
S02456,12,Female,Grade 7,Bachelor's,>150k,Public,Urban,79.9,95.5,No,Yes,No
S02457,10,Female,Grade 10,High School,60k-100k,Private,Rural,65.7,73.7,Yes,Yes,Yes
S02458,12,Female,Grade 5,PhD,<30k,Private,Urban,50.5,94,No,Yes,Yes
S02459,16,Female,Grade 9,High School,100k-150k,Public,Rural,89.3,97.9,No,Yes,No
S02460,10,Female,Grade 6,Master's,<30k,Public,Rural,67,83.4,Yes,Yes,No
S02461,7,Male,Grade 1,High School,30k-60k,Public,Rural,67.4,78.6,No,No,No
S02462,14,Female,Grade 9,High School,60k-100k,Public,Rural,96,98.1,Yes,Yes,Yes
S02463,14,Female,Grade 3,Master's,30k-60k,Private,Urban,93.4,74,No,Yes,Yes
S02464,13,Female,Grade 12,Bachelor's,30k-60k,Private,Rural,72.3,89.4,No,No,No
S02465,9,Non-binary,Grade 2,High School,30k-60k,Private,Rural,70.2,99.6,No,No,No
S02466,14,Female,Grade 7,High School,100k-150k,Public,Rural,77.3,92,No,No,Yes
S02467,15,Female,Grade 10,Bachelor's,30k-60k,Private,Rural,91.4,82.4,No,Yes,No
S02468,11,Male,Grade 2,PhD,100k-150k,Public,Rural,61.3,73.4,Yes,Yes,Yes
S02469,6,Female,Grade 2,PhD,60k-100k,Private,Rural,70.8,88.7,No,Yes,No
S02470,12,Non-binary,Grade 5,Master's,30k-60k,Private,Rural,67.3,89,No,Yes,Yes
S02471,9,Non-binary,Grade 7,Bachelor's,30k-60k,Private,Rural,77.7,84.4,No,Yes,No
S02472,8,Non-binary,Grade 8,Bachelor's,30k-60k,Private,Rural,60.5,99.3,No,No,Yes
S02473,14,Female,Grade 6,High School,30k-60k,Public,Urban,54.7,94.9,No,No,No
S02474,10,Non-binary,Grade 2,High School,>150k,Public,Rural,95,70.1,No,Yes,No
S02475,14,Non-binary,Grade 12,PhD,30k-60k,Public,Urban,57.8,98.9,No,No,Yes
S02476,16,Female,Grade 12,Master's,>150k,Private,Rural,79.5,70.2,Yes,Yes,No
S02477,6,Non-binary,Grade 12,Bachelor's,60k-100k,Private,Rural,62.9,93.1,Yes,Yes,No
S02478,14,Non-binary,Grade 3,High School,>150k,Private,Urban,78.5,97.1,Yes,No,Yes
S02479,7,Female,Grade 11,Bachelor's,<30k,Private,Urban,61.1,84.1,Yes,No,Yes
S02480,15,Non-binary,Grade 3,PhD,60k-100k,Public,Rural,76.7,87.8,No,Yes,Yes
S02481,13,Male,Grade 10,PhD,<30k,Private,Rural,80.2,86.7,Yes,No,No
S02482,13,Non-binary,Grade 12,Master's,100k-150k,Private,Rural,87.8,77.4,Yes,No,Yes
S02483,9,Non-binary,Grade 9,Bachelor's,60k-100k,Private,Urban,68.4,86.9,No,No,Yes
S02484,17,Female,Grade 4,PhD,30k-60k,Private,Rural,61.3,82.9,Yes,Yes,Yes
S02485,17,Male,Grade 5,Bachelor's,30k-60k,Public,Urban,66.1,95.6,Yes,Yes,Yes
S02486,6,Female,Grade 11,PhD,100k-150k,Private,Rural,83.4,88.4,No,No,No
S02487,6,Female,Grade 9,Bachelor's,<30k,Private,Urban,68.3,74.1,No,Yes,No
S02488,11,Non-binary,Grade 6,Master's,100k-150k,Private,Urban,58.5,83.2,Yes,Yes,Yes
S02489,7,Male,Grade 12,PhD,<30k,Private,Rural,73.1,78.6,No,No,No
S02490,13,Non-binary,Grade 1,High School,100k-150k,Public,Rural,78.8,79.4,No,Yes,Yes
S02491,17,Male,Grade 7,High School,<30k,Public,Urban,55.3,84.7,No,Yes,No
S02492,10,Male,Grade 12,Master's,30k-60k,Private,Urban,50.4,80.3,Yes,Yes,No
S02493,9,Non-binary,Grade 8,Bachelor's,100k-150k,Public,Rural,72.5,72.9,Yes,Yes,Yes
S02494,16,Male,Grade 1,PhD,100k-150k,Public,Urban,66.2,78.8,No,Yes,Yes
S02495,17,Male,Grade 3,Master's,30k-60k,Public,Rural,78.3,70.4,Yes,No,Yes
S02496,17,Non-binary,Grade 4,Master's,>150k,Public,Urban,66.8,87.9,Yes,No,Yes
S02497,14,Non-binary,Grade 5,Bachelor's,60k-100k,Private,Rural,94.5,91.1,Yes,No,No
S02498,11,Non-binary,Grade 10,High School,60k-100k,Private,Rural,78.3,75.7,No,No,Yes
